"Kod";"Nazwa";"Okresy";"Sekcje wg PKD 2007";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2007";3507,30;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2008";3907,11;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2009";4212,77;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2010";4284,61;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2011";4461,80;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2012";4525,97;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2013";4601,78;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2014";4839,33;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2015";4975,64;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2016";5180,94;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2017";5335,11;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2018";5723,32;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2019";6036,83;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2020";6417,41;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2021";6703,47;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2022";7460,62;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2023";8340,42;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2024";9388,42;"zł";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem";"2025";10195,60;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2005";3175,35;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2006";3299,96;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2007";3556,18;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2008";4024,14;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2009";4200,86;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2010";4349,38;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2005";3144,89;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2006";3304,56;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2007";3607,34;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2008";4003,52;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2009";4243,48;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2010";4130,58;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2005";3300,40;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2006";3471,53;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2007";3747,79;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2008";4087,85;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2009";4286,59;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2010";4355,16;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2005";2144,64;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2006";2262,06;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2007";2466,43;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2008";2754,85;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2009";2893,66;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2010";2941,77;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2011";3077,83;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2012";3239,00;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2013";3254,08;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2014";3416,03;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2015";3602,47;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2016";3777,08;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2017";3952,68;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2018";4221,78;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2019";4457,48;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2020";4834,20;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2021";5223,11;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2022";5750,69;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2023";6580,02;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2024";7363,59;"zł";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem";"2025";7865,96;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2005";2150,95;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2006";2274,26;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2007";2541,45;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2008";2812,07;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2009";2930,66;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2010";3049,72;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2005";2220,77;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2006";2339,74;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2007";2617,16;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2008";2943,69;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2009";2977,86;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2010";3035,49;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2005";2311,62;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2006";2485,82;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2007";2763,83;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2008";2993,19;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2009";3085,32;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2010";3126,08;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2005";1914,68;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2006";1981,12;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2007";2169,38;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2008";2406,24;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2009";2508,54;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2010";2665,25;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2011";2800,06;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2012";2947,84;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2013";3047,99;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2014";3181,97;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2015";3326,50;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2016";3467,36;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2017";3647,80;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2018";3901,59;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2019";4133,96;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2020";4407,29;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2021";4719,40;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2022";5198,64;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2023";5845,54;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2024";6773,94;"zł";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2025";7430,43;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2005";1928,31;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2006";2029,49;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2007";2257,52;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2008";2523,98;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2009";2595,66;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2010";2711,73;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2005";1999,07;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2006";2092,59;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2007";2315,75;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2008";2587,01;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2009";2672,72;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2010";2812,77;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2005";2090,20;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2006";2223,04;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2007";2425,84;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2008";2632,98;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2009";2777,92;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2010";2912,56;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2005";2010,68;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2006";2114,23;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2007";2318,28;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2008";2594,75;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2009";2686,84;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2010";2795,80;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2011";2864,29;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2012";3060,38;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2013";3084,36;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2014";3193,22;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2015";3337,76;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2016";3473,46;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2017";3683,39;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2018";3938,26;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2019";4210,12;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2020";4525,75;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2021";4770,63;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2022";5373,06;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2023";6090,45;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2024";6805,63;"zł";"";
2000000;"PODLASKIE";"1 kwartał";"ogółem";"2025";7341,48;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2005";2018,30;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2006";2126,46;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2007";2411,88;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2008";2661,79;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2009";2699,33;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2010";2824,55;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
2000000;"PODLASKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2005";2124,30;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2006";2220,36;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2007";2560,90;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2008";2780,11;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2009";2814,46;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2010";2951,37;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
2000000;"PODLASKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2005";2212,58;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2006";2446,92;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2007";2691,84;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2008";2796,53;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2009";2835,12;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2010";3012,52;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
