"Kod";"Nazwa";"Okresy";"Sekcje wg PKD 2007";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
2000000;"PODLASKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2005";2410,85;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2006";2532,50;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2007";2823,40;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2008";3137,02;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2009";3259,93;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2010";3338,25;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2011";3401,56;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2012";3653,29;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2013";3777,60;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2014";3934,85;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2015";4149,64;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2016";4281,79;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2017";4539,72;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2018";4805,50;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2019";5161,52;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2020";5554,31;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2021";5805,51;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2022";6574,32;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2023";7357,56;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2024";8194,35;"zł";"";
2200000;"POMORSKIE";"1 kwartał";"ogółem";"2025";8849,77;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2005";2498,22;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2006";2623,33;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2007";2932,53;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2008";3238,82;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2009";3305,98;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2010";3324,81;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
2200000;"POMORSKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2005";2536,70;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2006";2679,05;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2007";3060,32;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2008";3255,40;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2009";3309,90;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2010";3387,82;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
2200000;"POMORSKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2005";2642,94;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2006";2810,85;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2007";3230,67;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2008";3312,05;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2009";3341,06;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2010";3496,17;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
2200000;"POMORSKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2005";2612,77;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2006";2732,58;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2007";2915,43;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2008";3269,45;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2009";3478,85;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2010";3550,45;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2011";3694,70;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2012";3913,37;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2013";3986,33;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2014";4127,70;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2015";4253,52;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2016";4259,03;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2017";4432,57;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2018";4702,33;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2019";5095,79;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2020";5383,78;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2021";5661,62;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2022";6417,38;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2023";7244,10;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2024";8152,82;"zł";"";
2400000;"ŚLĄSKIE";"1 kwartał";"ogółem";"2025";8699,06;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2005";2554,10;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2006";2683,00;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2007";2886,67;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2008";3292,22;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2009";3356,49;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2010";3518,61;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
2400000;"ŚLĄSKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2005";2666,55;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2006";2800,80;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2007";3046,21;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2008";3389,19;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2009";3457,13;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2010";3575,24;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
2400000;"ŚLĄSKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2005";3015,16;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2006";3153,86;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2007";3408,31;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2008";3696,59;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2009";3808,33;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2010";4052,62;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
2400000;"ŚLĄSKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2005";2067,77;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2006";2118,84;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2007";2284,96;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2008";2588,80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2009";2719,30;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2010";2771,37;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2011";2869,96;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2012";3069,29;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2013";3085,89;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2014";3186,78;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2015";3374,09;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2016";3437,42;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2017";3651,63;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2018";3914,85;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2019";4152,78;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2020";4447,23;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2021";4683,26;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2022";5131,42;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2023";5897,45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2024";6821,89;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"1 kwartał";"ogółem";"2025";7335,77;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2005";2083,62;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2006";2192,81;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2007";2420,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2008";2660,48;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2009";2850,64;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2010";2900,89;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2005";2118,74;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2006";2225,96;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2007";2456,10;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2008";2759,62;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2009";2843,87;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2010";2930,72;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2013";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2014";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2015";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2016";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2017";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2018";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2019";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2020";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2021";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2022";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2023";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2024";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"3 kwartał";"ogółem";"2025";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2005";2247,56;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2006";2388,54;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2007";2571,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2008";2828,97;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2009";2855,78;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2010";2991,58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2013";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2014";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2015";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2016";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2017";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2018";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2019";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2020";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2021";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2022";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2023";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2024";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"4 kwartał";"ogółem";"2025";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2005";1906,66;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2006";1998,54;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2007";2171,64;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2008";2443,11;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2009";2526,03;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2010";2625,64;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2011";2759,24;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2012";2945,10;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2013";2990,45;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2014";3133,30;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2015";3283,42;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2016";3390,12;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2017";3573,54;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2018";3771,26;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2019";4013,95;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2020";4321,89;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2021";4631,13;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2022";5149,34;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2023";5794,64;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2024";6594,88;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"1 kwartał";"ogółem";"2025";7171,32;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2005";1986,19;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2006";2040,20;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2007";2239,11;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2008";2486,36;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2009";2518,98;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2010";2673,67;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2011";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2012";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2013";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2014";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2015";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2016";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2017";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2018";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2019";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2020";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2021";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2022";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2023";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2024";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"2 kwartał";"ogółem";"2025";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"3 kwartał";"ogółem";"2005";2029,86;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"3 kwartał";"ogółem";"2006";2127,13;"zł";"";
