"Kod";"Nazwa";"Okresy";"Wskaźnik cen";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";103,5;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2022";104,0;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2023";100,5;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2024";100,7;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2025";;"-";"n";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2005";100,4;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2006";100,0;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2007";100,7;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2008";101,6;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2009";101,5;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2010";100,8;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2011";102,1;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2012";101,6;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2013";100,1;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2014";100,3;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2015";99,5;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2016";99,5;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2017";101,2;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2019";100,1;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2020";102,5;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2021";102,4;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2022";104,2;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2023";105,1;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2024";101,1;"-";"";
1200000;"MAŁOPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2025";101,5;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2005";100,6;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2006";100,9;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2007";101,4;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2008";101,5;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2009";101,8;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2010";101,1;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2012";101,3;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2013";100,5;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2014";99,9;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2015";100,7;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2016";100,5;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2017";100,2;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2019";101,8;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2020";100,0;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2021";102,0;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2022";105,6;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2023";101,9;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2024";101,8;"-";"";
1200000;"MAŁOPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2025";100,5;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2005";99,9;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2006";100,2;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2007";99,7;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2008";99,9;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2009";100,0;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2010";100,2;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2011";99,5;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2012";99,5;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2013";100,1;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2014";99,4;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2015";99,7;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2016";99,6;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2017";99,9;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2018";100,2;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2019";100,6;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2020";100,3;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2021";101,1;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2022";103,6;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2023";99,6;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2024";101,9;"-";"";
1200000;"MAŁOPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2025";100,5;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2005";100,3;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2006";100,2;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2007";101,8;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2008";100,6;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2009";100,2;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2010";101,0;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2012";100,3;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2014";99,6;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,7;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,7;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";101,3;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,5;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";100,7;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,8;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";102,6;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2022";103,4;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2023";100,4;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2024";100,6;"-";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2025";;"-";"n";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2005";100,3;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2006";100,0;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2007";100,6;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2008";101,4;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2009";100,8;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2010";100,9;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2011";101,7;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2012";101,5;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2013";100,3;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2014";100,3;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2015";99,5;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2016";99,3;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2017";101,0;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2018";100,4;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2019";100,2;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2020";101,6;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2021";101,8;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2022";103,9;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2023";104,6;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2024";101,0;"-";"";
1400000;"MAZOWIECKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2025";101,3;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2005";100,6;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2006";100,8;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2007";101,2;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2008";101,3;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2009";101,8;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2010";100,8;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2012";101,2;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2013";100,3;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2014";100,0;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2015";100,5;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2016";100,5;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2017";100,4;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2019";101,6;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2020";100,8;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2021";102,0;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2022";105,3;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2023";102,5;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2024";101,4;"-";"";
1400000;"MAZOWIECKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2025";100,4;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2005";99,9;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2006";100,2;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2007";99,9;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2008";100,4;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2009";100,3;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2010";99,9;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2011";99,9;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2012";99,6;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2013";99,8;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2014";99,4;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2015";99,6;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2016";99,7;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2017";99,6;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2018";99,8;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2019";100,1;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2020";100,0;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2021";100,8;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2022";102,5;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2023";99,7;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2024";101,5;"-";"";
1400000;"MAZOWIECKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2025";100,3;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2005";100,4;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2006";100,2;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2007";101,3;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2008";100,7;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2009";100,3;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2010";100,8;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2011";101,2;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2012";100,4;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2013";100,1;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2014";99,7;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,8;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,8;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";101,1;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";100,6;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,4;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";102,5;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2022";103,5;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2023";100,7;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2024";100,8;"-";"";
1400000;"MAZOWIECKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2025";;"-";"n";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2005";100,4;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2006";100,1;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2007";100,8;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2008";101,6;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2009";101,1;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2010";100,8;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2011";102,1;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2012";101,6;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2014";100,1;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2015";99,5;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2016";99,2;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2017";101,2;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2019";100,2;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2020";102,3;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2021";102,5;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2022";103,8;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2023";103,4;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2024";100,7;"-";"";
1600000;"OPOLSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2025";101,7;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2005";100,5;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2006";100,9;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2007";101,2;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2008";101,4;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2009";101,8;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2010";101,0;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2012";101,2;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2013";100,3;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2014";99,8;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2015";100,5;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2016";100,5;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2017";100,2;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2018";100,4;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2019";101,6;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2020";99,9;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2021";101,6;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2022";105,9;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2023";101,0;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2024";101,1;"-";"";
1600000;"OPOLSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2025";100,9;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2005";100,0;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2006";100,5;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2007";99,9;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2008";100,5;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2009";100,4;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2010";100,1;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2011";99,6;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2012";99,6;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2013";100,4;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2014";99,4;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2015";99,6;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2016";99,7;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2017";100,0;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2019";100,4;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2020";100,1;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2021";101,3;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2022";104,6;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2023";99,6;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2024";101,5;"-";"";
1600000;"OPOLSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2025";100,4;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2005";100,1;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2006";100,2;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2007";101,6;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2008";100,6;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2009";100,3;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2010";101,2;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2012";100,3;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2014";99,5;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,7;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,9;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";100,9;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,2;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";100,7;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,2;"-";"";
1600000;"OPOLSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";102,9;"-";"";
