"Kod";"Nazwa";"Okresy";"Wskaźnik cen";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,8;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,8;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";101,4;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";100,8;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,4;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";102,6;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2022";103,4;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2023";100,5;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2024";100,8;"-";"";
0400000;"KUJAWSKO-POMORSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2025";;"-";"n";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2005";100,1;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2006";99,8;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2007";100,3;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2008";101,1;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2009";100,9;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2010";100,4;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2011";101,9;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2012";101,5;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2013";99,9;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2014";99,9;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2015";99,2;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2016";99,1;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2017";101,1;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2019";100,0;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2020";101,9;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2021";102,0;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2022";103,6;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2023";103,4;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2024";100,8;"-";"";
0600000;"LUBELSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2025";101,5;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2005";100,4;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2006";100,6;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2007";101,2;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2008";101,1;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2009";101,6;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2010";100,7;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2012";101,2;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2013";100,5;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2014";100,0;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2015";100,6;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2016";100,4;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2017";100,3;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2018";100,4;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2019";101,7;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2020";99,9;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2021";101,6;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2022";106,3;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2023";101,5;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2024";101,0;"-";"";
0600000;"LUBELSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2025";100,3;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2005";100,0;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2006";100,1;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2007";100,4;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2008";100,4;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2009";100,2;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2010";100,0;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2011";99,7;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2012";99,5;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2014";99,5;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2015";99,6;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2016";99,7;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2017";99,7;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2018";99,9;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2019";100,3;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2020";100,0;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2021";101,2;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2022";103,4;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2023";99,4;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2024";101,6;"-";"";
0600000;"LUBELSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2025";100,2;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2005";100,4;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2006";100,4;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2007";101,6;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2008";101,0;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2009";100,1;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2010";101,2;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2011";101,8;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2012";100,5;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2013";100,4;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2014";99,6;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,6;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,9;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";101,2;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";100,6;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,4;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";102,6;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2022";104,3;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2023";100,4;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2024";100,7;"-";"";
0600000;"LUBELSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2025";;"-";"n";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2005";100,5;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2006";99,9;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2007";101,1;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2008";101,6;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2009";101,4;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2010";100,9;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2011";102,0;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2012";101,7;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2013";100,4;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2014";100,5;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2015";99,8;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2016";99,4;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2017";101,2;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2019";100,1;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2020";101,7;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2021";102,4;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2022";103,8;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2023";105,0;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2024";101,5;"-";"";
0800000;"LUBUSKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2025";101,6;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2005";100,7;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2006";101,1;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2007";101,3;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2008";101,4;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2009";101,8;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2010";101,1;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2011";101,7;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2012";101,4;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2013";100,7;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2014";100,1;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2015";100,7;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2016";100,6;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2017";100,2;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2019";101,7;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2020";100,5;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2021";101,9;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2022";105,5;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2023";102,1;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2024";101,4;"-";"";
0800000;"LUBUSKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2025";100,5;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2005";99,6;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2006";100,6;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2007";99,9;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2008";100,4;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2009";99,9;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2010";100,0;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2011";99,4;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2012";99,4;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2014";99,5;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2015";99,7;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2016";99,8;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2017";99,8;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2019";100,4;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2020";100,1;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2021";100,8;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2022";102,8;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2023";100,0;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2024";101,3;"-";"";
0800000;"LUBUSKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2025";100,5;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2005";100,1;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2006";100,1;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2007";101,4;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2008";100,3;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2009";100,4;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2010";100,7;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2012";100,4;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2013";100,2;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2014";99,6;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,8;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,7;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";101,1;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,7;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";100,2;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,3;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2021";102,3;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2022";103,6;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2023";100,7;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2024";100,9;"-";"";
0800000;"LUBUSKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2025";;"-";"n";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2005";100,1;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2006";99,9;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2007";100,6;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2008";101,5;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2009";101,2;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2010";101,1;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2011";102,2;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2012";101,8;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2013";100,2;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2014";100,0;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2015";99,4;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2016";99,3;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2017";101,1;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2019";100,3;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2020";102,1;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2021";102,3;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2022";103,9;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2023";103,6;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2024";100,8;"-";"";
1000000;"ŁÓDZKIE";"1 kwartał";"ogółem - okres poprzedni = 100";"2025";101,4;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2005";100,5;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2006";100,6;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2007";101,4;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2008";101,2;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2009";101,8;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2010";100,9;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2011";101,5;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2012";101,0;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2013";100,4;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2014";99,8;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2015";100,5;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2016";100,4;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2017";100,3;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2018";100,3;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2019";101,8;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2020";100,6;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2021";102,0;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2022";106,3;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2023";101,5;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2024";101,1;"-";"";
1000000;"ŁÓDZKIE";"2 kwartał";"ogółem - okres poprzedni = 100";"2025";100,5;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2005";99,8;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2006";100,5;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2007";100,1;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2008";99,9;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2009";100,2;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2010";100,1;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2011";99,7;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2012";99,5;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2014";99,4;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2015";99,7;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2016";99,7;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2017";99,7;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2018";100,0;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2019";100,1;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2020";99,8;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2021";101,0;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2022";103,6;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2023";99,6;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2024";101,4;"-";"";
1000000;"ŁÓDZKIE";"3 kwartał";"ogółem - okres poprzedni = 100";"2025";100,2;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2005";100,7;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2006";100,5;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2007";101,6;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2008";100,8;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2009";100,2;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2010";101,0;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2011";101,4;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2012";100,5;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2013";100,0;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2014";99,5;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2015";99,9;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2016";100,9;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2017";101,2;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2018";100,6;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2019";101,0;"-";"";
1000000;"ŁÓDZKIE";"4 kwartał";"ogółem - okres poprzedni = 100";"2020";100,3;"-";"";
